id	sid	target	pos	sense	gloss	sentence	hw	lemma
space.n_33	10591	space	n	space.n.02	an empty area (usually bounded in some way between things)	His head undulated gradually , covering space , to come straining beneath the taut belly within the warmth of those teats .	his head undulate gradually cover space to come strain beneath the taut belly within the warmth of those teat	his_P head_N undulate_V gradually_R cover_V space_N to_T come_V strain_V beneath_I the_D taut_J belly_N within_I the_D warmth_N of_I those_D teat_N
hand.n_107	10605	hand	n	hand.n.01	the (prehensile) extremity of the superior limb	He expected Concetta 's thin hand to reach down to grasp the boy , and her shrill , impetuous voice to sound against the rotundity of his disfigured flesh that was never sure of hearing anything .	he expect concetta 's thin hand to reach down to grasp the boy and her shrill impetuous voice to sound against the rotundity of his disfigured flesh that be never sure of hear anything	he_P expect_V concetta_N 's_P thin_J hand_N to_T reach_V down_R to_T grasp_V the_D boy_N and_C her_P shrill_J impetuous_J voice_N to_T sound_V against_I the_D rotundity_N of_I his_P disfigured_J flesh_N that_W be_V never_R sure_J of_I hear_V anything_N
grasp.v_9	10605	grasp	v	grasp.v.01	hold firmly	He expected Concetta 's thin hand to reach down to grasp the boy , and her shrill , impetuous voice to sound against the rotundity of his disfigured flesh that was never sure of hearing anything .	he expect concetta 's thin hand to reach down to grasp the boy and her shrill impetuous voice to sound against the rotundity of his disfigured flesh that be never sure of hear anything	he_P expect_V concetta_N 's_P thin_J hand_N to_T reach_V down_R to_T grasp_V the_D boy_N and_C her_P shrill_J impetuous_J voice_N to_T sound_V against_I the_D rotundity_N of_I his_P disfigured_J flesh_N that_W be_V never_R sure_J of_I hear_V anything_N
find.v_206	10617	find	v	detect.v.01	discover or determine the existence, presence, or fact of	Ambiguity of a non repetitious kind describes the dilemma one girl found herself in .	ambiguity of a non repetitious kind describe the dilemma one girl find herself in	ambiguity_N of_I a_D non_J repetitious_J kind_N describe_V the_D dilemma_N one_J girl_N find_V herself_P in_R
run.v_58	10641	run	v	run.v.05	have a particular form	Another stock vaudeville gag ran : `` Mother is home sick in bed with the doctor '' .	another stock vaudeville gag run mother be home sick in bed with the doctor	another_D stock_J vaudeville_N gag_N run_V mother_N be_V home_R sick_J in_R bed_N with_I the_D doctor_N
find.v_207	10646	find	v	discover.v.04	make a discovery	In one cartoon a family is shown outside a theater with the head of the family addressing the doorman : `` Excuse me , but when we came out we found that we had left my daughter 's handbag and my wife 's behind '' .	in one cartoon a family be show outside a theater with the head of the family address the doorman excuse me but when we come out we find that we have leave my daughter 's handbag and my wife 's behind	in_I one_J cartoon_N a_D family_N be_V show_V outside_I a_D theater_N with_I the_D head_N of_I the_D family_N address_V the_D doorman_N excuse_V me_P but_C when_W we_P come_V out_V we_P find_V that_I we_P have_V leave_V my_P daughter_N 's_P handbag_N and_C my_P wife_N 's_P behind_R
find.v_208	10674	find	v	find.v.01	come upon, as if by accident; meet with	Apart from journalese and vaudeville gags , the anatomical is also found in jocular literature .	apart from journalese and vaudeville gag the anatomical be also find in jocular literature	apart_R from_I journalese_N and_C vaudeville_N gag_N the_D anatomical_J be_V also_R find_V in_I jocular_J literature_N
interest.n_59	10678	interest	n	sake.n.01	a reason for wanting something done	After a moment of thought , her mind cleared and , in the interest of clarity , she typed into the record : `` Shot in the woods '' .	after a moment of thought her mind clear and in the interest of clarity she type into the record shot in the wood	after_I a_D moment_N of_I thought_N her_P mind_N clear_V and_C in_I the_D interest_N of_I clarity_N she_P type_V into_I the_D record_N shot_V in_I the_D wood_N
suit.n_9	10721	suit	n	suit.n.01	a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color	`` A blue suit '' , he answered .	a blue suit he answer	a_D blue_J suit_N he_P answer_V
find.v_209	10734	find	v	line_up.v.02	get something or somebody for a specific purpose	It would be hard to find anything more equivocal than : `` I cannot recommend him too highly '' .	it would be hard to find anything more equivocal than i cannot recommend him too highly	it_P would_M be_V hard_J to_T find_V anything_N more_R equivocal_J than_I i_P cannot_M recommend_V him_P too_R highly_R
hand.n_108	10749	hand	n	hand.n.01	the (prehensile) extremity of the superior limb	`` I have come to talk with you about the future of humor and comedy '' , I told him , at which he started slightly , and then made us each a stiff drink , with a trembling hand .	i have come to talk with you about the future of humor and comedy i tell him at which he start slightly and then make us each a stiff drink with a trembling hand	i_P have_V come_V to_V talk_V with_I you_P about_I the_D future_N of_I humor_N and_C comedy_N i_P tell_V him_P at_I which_W he_P start_V slightly_R and_R then_R make_V us_P each_D a_D stiff_J drink_N with_I a_D trembling_J hand_N
find.v_210	10783	find	v	find.v.01	come upon, as if by accident; meet with	`` They require , for existence , a brave spirit and a high heart , and where do you find these ?	they require for existence a brave spirit and a high heart and where do you find these	they_P require_V for_I existence_N a_D brave_J spirit_N and_C a_D high_J heart_N and_C where_W do_V you_P find_V these_D
find.v_211	10861	find	v	find.v.01	come upon, as if by accident; meet with	`` But we now find writers obsessed by the nooks and crannies of their ivory towers , and curiously devoted to the growing obscurity and complexity of poetry and non poetry .	but we now find writer obsessed by the nook and cranny of their ivory tower and curiously devoted to the growing obscurity and complexity of poetry and non poetry	but_C we_P now_R find_V writer_N obsessed_J by_I the_D nook_N and_N cranny_N of_I their_P ivory_N tower_N and_C curiously_R devoted_J to_J the_D growing_J obscurity_N and_C complexity_N of_I poetry_N and_C non_J poetry_N
run.v_59	10913	run	v	run.v.01	move fast by using one's feet, with one foot off the ground at any given time	It was General Burnside 's horse running in a circle .	it be general burnside 's horse run in a circle	it_P be_V general_N burnside_N 's_P horse_N run_V in_R a_R circle_N
find.v_212	10953	find	v	detect.v.01	discover or determine the existence, presence, or fact of	Also , she lived in continual fear of finding a white worm curled up in a neat , mean little heap at the white center of the radish .	also she live in continual fear of find a white worm curled up in a neat mean little heap at the white center of the radish	also_R she_P live_V in_V continual_J fear_N of_I find_V a_D white_J worm_N curled_J up_J in_I a_D neat_J mean_J little_J heap_N at_I the_D white_J center_N of_I the_D radish_N
find.v_213	10956	find	v	find.v.05	come to believe on the basis of emotion, intuitions, or indefinite grounds	Also , when she had bitten off half of the small radish , she found the suspense unbearable ; and she would snatch the finger held half of the radish out to where she could inspect it .	also when she have bite off half of the small radish she find the suspense unbearable and she would snatch the finger hold half of the radish out to where she could inspect it	also_R when_W she_P have_V bite_V off_V half_N of_I the_D small_J radish_N she_P find_V the_D suspense_N unbearable_J and_C she_P would_M snatch_V the_D finger_N hold_V half_N of_I the_D radish_N out_R to_T where_W she_P could_M inspect_V it_P
find.v_214	10966	find	v	find.v.01	come upon, as if by accident; meet with	And I found a radish .	and i find a radish	and_C i_P find_V a_D radish_N
open.v_45	10970	open	v	open.v.01	cause to open or to become open	I opened the window and threw the radish out '' .	i open the window and throw the radish out	i_P open_V the_D window_N and_C throw_V the_D radish_N out_R
room.n_67	10985	room	n	room.n.01	an area within a building enclosed by walls and floor and ceiling	This evening , they were pushed in from the breakfast room , with odds and ends of dessert distributed over them .	this evening they be push in from the breakfast room with odds and end of dessert distribute over them	this_R evening_R they_P be_V push_V in_R from_I the_D breakfast_N room_N with_I odds_N and_N end_N of_I dessert_N distribute_V over_I them_P
room.n_68	10987	room	n	room.n.01	an area within a building enclosed by walls and floor and ceiling	They were pushed gently into the room by Arlene - whose only part appearing were hands that crept quickly back around to the kitchen side of the door .	they be push gently into the room by arlene whose only part appear be hand that creep quickly back around to the kitchen side of the door	they_P be_V push_V gently_R into_I the_D room_N by_I arlene_N whose_W only_J part_N appear_V be_V hand_N that_W creep_V quickly_R back_R around_R to_T the_D kitchen_N side_N of_I the_D door_N
hand.n_109	10987	hand	n	hand.n.01	the (prehensile) extremity of the superior limb	They were pushed gently into the room by Arlene - whose only part appearing were hands that crept quickly back around to the kitchen side of the door .	they be push gently into the room by arlene whose only part appear be hand that creep quickly back around to the kitchen side of the door	they_P be_V push_V gently_R into_I the_D room_N by_I arlene_N whose_W only_J part_N appear_V be_V hand_N that_W creep_V quickly_R back_R around_R to_T the_D kitchen_N side_N of_I the_D door_N
interest.n_60	11010	interest	n	interest.n.01	a sense of concern with and curiosity about someone or something	This was delivered in a forthright way , without coyness and over pretended interest - an admirable way with children .	this be deliver in a forthright way without coyness and over pretended interest an admirable way with child	this_D be_V deliver_V in_I a_D forthright_J way_N without_I coyness_N and_C over_J pretended_J interest_N an_D admirable_J way_N with_I child_N
open.v_46	11029	open	v	open.v.04	begin or set in action, of meetings, speeches, recitals, etc.	The story opens on the eve of his fifty-third birthday , as he prepares for the two weeks of festivities that are to follow .	the story open on the eve of his fifty-third birthday as he prepare for the two week of festivity that be to follow	the_D story_N open_V on_I the_D eve_N of_I his_P fifty-third_C birthday_N as_I he_P prepare_V for_V the_D two_N week_N of_I festivity_N that_W be_V to_T follow_V
room.n_69	11052	room	n	room.n.01	an area within a building enclosed by walls and floor and ceiling	After a few tortuous moments of wondering who `` he '' is , the camera pans across the room to the plaster statue , and we realize that Neitzbohr is trying to redeem himself in the eyes of a mute piece of sculpture .	after a few tortuous moment of wonder who he be the camera pan across the room to the plaster statue and we realize that neitzbohr be try to redeem himself in the eye of a mute piece of sculpture	after_I a_J few_J tortuous_J moment_N of_I wonder_V who_W he_P be_V the_D camera_N pan_V across_I the_D room_N to_T the_D plaster_N statue_N and_C we_P realize_V that_I neitzbohr_N be_V try_V to_T redeem_V himself_P in_N the_N eye_N of_N a_D mute_J piece_N of_I sculpture_N
open.v_47	11087	open	v	open.v.04	begin or set in action, of meetings, speeches, recitals, etc.	The battle of the drib-drool continues , but most of New York 's knowing sophisticates of Abstract Expressionism are stamping their feet impatiently in expectation of V ( for Vindication ) Day , September first , when Augustus Quasimodo 's first one-man show opens at the Guggenheim .	the battle of the drib-drool continue but most of new york 's knowing sophisticate of abstract expressionism be stamp their foot impatiently in expectation of v for vindication day september first when augustus quasimodo 's first one-man show open at the guggenheim	the_D battle_N of_I the_D drib-drool_N continue_V but_C most_J of_J new_N york_N 's_P knowing_J sophisticate_N of_I abstract_N expressionism_N be_V stamp_V their_P foot_N impatiently_R in_I expectation_N of_I v_N for_I vindication_N day_N september_N first_N when_W augustus_N quasimodo_N 's_P first_J one-man_J show_N open_V at_I the_D guggenheim_N
space.n_34	11094	space	n	space.n.02	an empty area (usually bounded in some way between things)	The sweep of space , the delicate counterbalance of the white masses , the over-all completeness and unity , the originality and imagination , all entitle it to be called an authentic masterpiece .	the sweep of space the delicate counterbalance of the white mass the over-all completeness and unity the originality and imagination all entitle it to be call an authentic masterpiece	the_D sweep_N of_I space_N the_D delicate_J counterbalance_N of_I the_D white_J mass_N the_D over-all_J completeness_N and_C unity_N the_D originality_N and_C imagination_N all_J entitle_V it_P to_T be_V call_V an_D authentic_J masterpiece_N
room.n_70	11109	room	n	room.n.01	an area within a building enclosed by walls and floor and ceiling	You then descended one story , glommed a television set from the music room - the only constructive feature of your visit , by the way - and , returning to the ground floor , entered the master bedroom .	you then descend one story glom a television set from the music room the only constructive feature of your visit by the way and return to the ground floor enter the master bedroom	you_P then_R descend_V one_J story_N glom_V a_D television_N set_N from_I the_D music_N room_N the_D only_J constructive_J feature_N of_I your_P visit_N by_R the_R way_R and_C return_V to_V the_D ground_N floor_N enter_V the_D master_N bedroom_N
find.v_215	11150	find	v	find.v.05	come to believe on the basis of emotion, intuitions, or indefinite grounds	The more I probed into this young man 's activities and character , the less savory I found him .	the more i probe into this young man 's activity and character the le savory i find him	the_D more_N i_P probe_V into_I this_D young_N man_N 's_P activity_N and_C character_N the_D le_N savory_J i_P find_V him_P
find.v_216	11163	find	v	find.v.01	come upon, as if by accident; meet with	His eyes had the same dreadful rigid stare as Dr. Grimesby Roylott 's when he was found before his open safe wearing the speckled band .	his eye have the same dreadful rigid stare as dr. grimesby roylott 's when he be find before his open safe wear the speckled band	his_P eye_N have_V the_D same_J dreadful_J rigid_J stare_N as_I dr._N grimesby_N roylott_N 's_P when_W he_P be_V find_V before_I his_P open_J safe_N wear_V the_D speckled_J band_N
find.v_217	11211	find	v	find.v.03	come upon after searching; find the location of something that was missed or lost	In this changed world , Prokofieff settled to find himself , and to create for large national purpose .	in this changed world prokofieff settle to find himself and to create for large national purpose	in_R this_R changed_J world_N prokofieff_N settle_V to_T find_V himself_P and_C to_T create_V for_I large_J national_J purpose_N
find.v_218	11226	find	v	witness.v.02	perceive or be contemporaneous with	However , in all of Prokofieff 's music , young or mature , we find his profile - his `` signature '' - his craftsman 's attitude .	however in all of prokofieff 's music young or mature we find his profile his signature his craftsman 's attitude	however_R in_R all_R of_I prokofieff_N 's_P music_N young_J or_C mature_J we_P find_V his_P profile_N his_P signature_N his_P craftsman_N 's_P attitude_N
find.v_219	11242	find	v	find.v.01	come upon, as if by accident; meet with	I think the answer is to be found in Prokofieff 's own words :	i think the answer be to be find in prokofieff 's own word	i_P think_V the_D answer_N be_V to_T be_V find_V in_I prokofieff_N 's_P own_J word_N
find.v_220	11250	find	v	line_up.v.02	get something or somebody for a specific purpose	But time is running out , and many of Stravinsky 's admirers begin to fear that he will never find terra firma .	but time be run out and many of stravinsky 's admirer begin to fear that he will never find terra firma	but_C time_N be_V run_V out_V and_C many_J of_J stravinsky_N 's_P admirer_N begin_V to_T fear_V that_I he_P will_M never_R find_V terra_N firma_N
find.v_221	11286	find	v	line_up.v.02	get something or somebody for a specific purpose	More often than not I have found easy excuse to leave my own work and stand at a respectable distance where I could watch this man transform raw nature into a composed , not imitative , painting .	more often than not i have find easy excuse to leave my own work and stand at a respectable distance where i could watch this man transform raw nature into a composed not imitative painting	more_R often_R than_R not_R i_P have_V find_V easy_J excuse_N to_T leave_V my_P own_J work_N and_C stand_V at_I a_D respectable_J distance_N where_W i_P could_M watch_V this_D man_N transform_V raw_J nature_N into_I a_D composed_J not_R imitative_J painting_N
find.v_222	11291	find	v	find.v.03	come upon after searching; find the location of something that was missed or lost	`` Of late years , I find that I like best to work out-of-doors .	of late year i find that i like best to work out-of-doors	of_R late_R year_N i_P find_V that_I i_P like_I best_R to_T work_V out-of-doors_R
find.v_223	11295	find	v	detect.v.01	discover or determine the existence, presence, or fact of	`` I am thoroughly convinced that most watercolors suffer because the artist expects nature will do his composing for him ; as a result , such pictures are only a literal translation of what the artist finds in the scene before him .	i be thoroughly convinced that most watercolor suffer because the artist expect nature will do his composing for him as a result such picture be only a literal translation of what the artist find in the scene before him	i_P be_V thoroughly_R convinced_J that_I most_J watercolor_N suffer_V because_I the_D artist_N expect_V nature_N will_M do_V his_P composing_N for_I him_P as_I a_D result_N such_J picture_N be_V only_R a_D literal_J translation_N of_R what_R the_D artist_N find_V in_I the_D scene_N before_I him_P
find.v_224	11298	find	v	detect.v.01	discover or determine the existence, presence, or fact of	Out of long experience I have found that incidental figures and other objects like trees , logs , and bushes can be traced from the original sketch and moved about in the major areas on the final sheet until they occupy the right position , which I call ' clicking ' .	out of long experience i have find that incidental figure and other object like tree log and bush can be trace from the original sketch and move about in the major area on the final sheet until they occupy the right position which i call click	out_I of_I long_J experience_N i_P have_V find_V that_I incidental_J figure_N and_C other_J object_N like_I tree_N log_N and_C bush_N can_M be_V trace_V from_I the_D original_J sketch_N and_C move_V about_I in_I the_D major_J area_N on_I the_D final_J sheet_N until_I they_P occupy_V the_D right_J position_N which_W i_P call_V click_V
find.v_225	11333	find	v	find.v.10	obtain through effort or management	By dealing with common landscape in an uncommon way , Roy Mason has found a particular niche in American landscape art .	by deal with common landscape in an uncommon way roy mason have find a particular niche in american landscape art	by_I deal_V with_V common_J landscape_N in_I an_D uncommon_J way_N roy_N mason_N have_V find_V a_D particular_J niche_N in_I american_J landscape_N art_N
find.v_226	11336	find	v	determine.v.01	establish after a calculation, investigation, experiment, survey, or study	When I looked up the actual date of his birth and found it to be March 15 th , I realized that Roy was born under the right zodiacal sign for a watercolorist :	when i look up the actual date of his birth and find it to be march 15 th i realize that roy be bear under the right zodiacal sign for a watercolorist	when_W i_P look_V up_V the_D actual_J date_N of_I his_P birth_N and_C find_V it_P to_T be_V march_N 15_J th_J i_P realize_V that_I roy_N be_V bear_V under_I the_D right_J zodiacal_J sign_N for_I a_D watercolorist_N
find.v_227	11351	find	v	find.v.01	come upon, as if by accident; meet with	Commonly used electronic devices which are found in practically every hospital are closed-circuit TV and audio systems for internal paging and instruction , along with radiation counters , timers , and similar devices .	commonly use electronic device which be find in practically every hospital be closed-circuit tv and audio system for internal paging and instruction along with radiation counter timer and similar device	commonly_R use_V electronic_N device_N which_W be_V find_V in_I practically_R every_D hospital_N be_V closed-circuit_N tv_N and_C audio_N system_N for_I internal_J paging_N and_C instruction_N along_I with_I radiation_N counter_N timer_N and_C similar_J device_N
open.v_48	11358	open	v	open.v.06	make available	By combining the talents of a medical man , Dr. Aterman , a biophysicist , Mr. Berkely , and an electronics expert , Dr. Zworykin , this novel technique has been developed which promises to open broad avenues to understanding life processes .	by combine the talent of a medical man dr. aterman a biophysicist mr. berkely and an electronics expert dr. zworykin this novel technique have be develop which promise to open broad avenue to understand life process	by_I combine_V the_D talent_N of_I a_D medical_N man_N dr._N aterman_N a_D biophysicist_N mr._N berkely_N and_C an_D electronics_N expert_N dr._N zworykin_N this_D novel_J technique_N have_V be_V develop_V which_W promise_V to_T open_V broad_J avenue_N to_T understand_V life_N process_N
open.v_49	11381	open	v	open.v.01	cause to open or to become open	For many of these measurements the chest must be opened , but the blood vessels and the heart itself remain undisturbed .	for many of these measurement the chest must be open but the blood vessel and the heart itself remain undisturbed	for_I many_J of_J these_D measurement_N the_D chest_N must_M be_V open_V but_C the_D blood_N vessel_N and_C the_D heart_N itself_P remain_V undisturbed_J
interest.n_61	11438	interest	n	interest.n.01	a sense of concern with and curiosity about someone or something	At 12 , Hans was sufficiently mature to help his father in the apothecary shop , which helped stimulate his interest in medicine and science .	at 12 hans be sufficiently mature to help his father in the apothecary shop which help stimulate his interest in medicine and science	at_I 12_J hans_N be_V sufficiently_R mature_J to_T help_V his_P father_N in_I the_D apothecary_N shop_N which_W help_V stimulate_V his_P interest_N in_I medicine_N and_C science_N
find.v_228	11440	find	v	witness.v.02	perceive or be contemporaneous with	In 1793 the brothers decided to enter the University of Copenhagen ( founded in 1479 ) and the following spring found them at the university preparing to matriculate for the autumn session .	in 1793 the brother decide to enter the university of copenhagen found in 1479 and the following spring find them at the university prepare to matriculate for the autumn session	in_I 1793_C the_D brother_N decide_V to_T enter_V the_D university_N of_N copenhagen_N found_V in_I 1479_C and_C the_D following_J spring_N find_V them_P at_I the_D university_N prepare_V to_T matriculate_V for_I the_D autumn_N session_N
open.v_50	11451	open	v	open.v.04	begin or set in action, of meetings, speeches, recitals, etc.	The new century opened with Oersted beginning his professional career in charge of an apothecary shop in Copenhagen and as lecturer at the university .	the new century open with oersted begin his professional career in charge of an apothecary shop in copenhagen and as lecturer at the university	the_D new_J century_N open_V with_I oersted_N begin_V his_P professional_J career_N in_J charge_J of_I an_D apothecary_N shop_N in_I copenhagen_N and_C as_I lecturer_N at_I the_D university_N
interest.n_62	11479	interest	n	interest.n.01	a sense of concern with and curiosity about someone or something	His broad interest in literary , political , and philosophical movements opened many doors to him .	his broad interest in literary political and philosophical movement open many door to him	his_P broad_J interest_N in_I literary_J political_J and_C philosophical_J movement_N open_V many_J door_N to_T him_P
open.v_51	11479	open	v	open.v.06	make available	His broad interest in literary , political , and philosophical movements opened many doors to him .	his broad interest in literary political and philosophical movement open many door to him	his_P broad_J interest_N in_I literary_J political_J and_C philosophical_J movement_N open_V many_J door_N to_T him_P
interest.n_63	11483	interest	n	interest.n.01	a sense of concern with and curiosity about someone or something	His interest in finding a relationship between voltaic electricity and magnetism is here first indicated .	his interest in find a relationship between voltaic electricity and magnetism be here first indicate	his_P interest_N in_I find_V a_D relationship_N between_I voltaic_J electricity_N and_C magnetism_N be_V here_R first_R indicate_V
find.v_229	11483	find	v	discover.v.03	make a discovery, make a new finding	His interest in finding a relationship between voltaic electricity and magnetism is here first indicated .	his interest in find a relationship between voltaic electricity and magnetism be here first indicate	his_P interest_N in_I find_V a_D relationship_N between_I voltaic_J electricity_N and_C magnetism_N be_V here_R first_R indicate_V
find.v_230	11491	find	v	determine.v.01	establish after a calculation, investigation, experiment, survey, or study	It is also found that magnetism exists in all bodies of nature , as proven by Bruckmann and Coulomb .	it be also find that magnetism exist in all body of nature as prove by bruckmann and coulomb	it_P be_V also_R find_V that_I magnetism_N exist_V in_R all_J body_N of_I nature_N as_I prove_V by_I bruckmann_N and_C coulomb_N
plant.n_58	11654	plant	n	plant.n.01	buildings for carrying on industrial labor	Have you considered the implications of continuing geographic shifts in terms of sales force allocation , strength of distributor organizations , and even plant location ?	have you consider the implication of continuing geographic shift in terms of sale force allocation strength of distributor organization and even plant location	have_V you_P consider_V the_D implication_N of_I continuing_J geographic_J shift_N in_J terms_J of_J sale_N force_N allocation_N strength_N of_I distributor_N organization_N and_C even_R plant_N location_N
plant.n_59	11716	plant	n	plant.n.01	buildings for carrying on industrial labor	With greater investments in plant facilities , with automation growing , you can n't switch around , either in volume or in product design , as much as was formerly possible - or at least not as economically .	with great investment in plant facility with automation growing you can n't switch around either in volume or in product design as much as be formerly possible or at least not as economically	with_I great_J investment_N in_I plant_N facility_N with_I automation_N growing_J you_P can_M n't_R switch_V around_R either_D in_I volume_N or_C in_I product_N design_N as_I much_R as_R be_V formerly_R possible_J or_C at_R least_R not_R as_I economically_R
find.v_231	11718	find	v	detect.v.01	discover or determine the existence, presence, or fact of	We find too many sales and marketing executives so burdened with detail that they are short-changing planning .	we find too many sale and marketing executive so burdened with detail that they be short-change planning	we_P find_V too_R many_J sale_N and_C marketing_N executive_N so_R burdened_J with_V detail_N that_I they_P be_V short-change_V planning_N
plant.n_60	11733	plant	n	plant.n.01	buildings for carrying on industrial labor	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	has your attitude toward employee benefit encourage an excess of free government work in your plant	has_V your_P attitude_N toward_I employee_N benefit_N encourage_V an_D excess_N of_I free_J government_N work_N in_I your_P plant_N
plant.n_61	11756	plant	n	plant.n.01	buildings for carrying on industrial labor	Have you considered gradual withdrawal of subsidies to your in plant feeding operation ?	have you consider gradual withdrawal of subsidy to your in plant feeding operation	have_V you_P consider_V gradual_J withdrawal_N of_I subsidy_N to_T your_P in_J plant_N feeding_N operation_N
space.n_35	11757	space	n	space.n.03	an area reserved for some particular purpose	Are you utilizing cafeteria space for company meetings or discussions ?	are you utilize cafeteria space for company meeting or discussion	are_V you_P utilize_V cafeteria_N space_N for_I company_N meeting_N or_C discussion_N
plant.n_62	11761	plant	n	plant.n.01	buildings for carrying on industrial labor	Have you considered delegating operational responsibility to your employee association and carefully restricting your plant 's financial contribution ?	have you consider delegate operational responsibility to your employee association and carefully restrict your plant 's financial contribution	have_V you_P consider_V delegate_V operational_J responsibility_N to_T your_P employee_N association_N and_C carefully_R restrict_V your_P plant_N 's_P financial_J contribution_N
plant.n_63	11762	plant	n	plant.n.01	buildings for carrying on industrial labor	Could an employee 's garden club take over partial care of plant grounds ?	could an employee 's garden club take over partial care of plant ground	could_M an_D employee_N 's_P garden_N club_N take_V over_V partial_J care_N of_I plant_N ground_N
plant.n_64	11763	plant	n	plant.n.01	buildings for carrying on industrial labor	Would a camera club be useful in taking pictures pertinent to plant safety ?	would a camera club be useful in take picture pertinent to plant safety	would_M a_D camera_N club_N be_V useful_J in_I take_V picture_N pertinent_J to_T plant_N safety_N
plant.n_65	11769	plant	n	plant.n.01	buildings for carrying on industrial labor	Will your local bus company erect and / or maintain the bus stops at your plant ?	will your local bus company erect and or maintain the bus stop at your plant	will_M your_P local_J bus_N company_N erect_V and_C or_C maintain_V the_D bus_N stop_N at_I your_P plant_N
plant.n_66	11770	plant	n	plant.n.01	buildings for carrying on industrial labor	If you provide inter plant transportation , can this be replaced by available public transportation ?	if you provide inter plant transportation can this be replace by available public transportation	if_I you_P provide_V inter_J plant_N transportation_N can_M this_D be_V replace_V by_I available_J public_J transportation_N
plant.n_67	11775	plant	n	plant.n.01	buildings for carrying on industrial labor	Which is more economical for your plant - a vacation shutdown or spaced vacations that require extra employees for vacation fill-ins ?	which be more economical for your plant a vacation shutdown or spaced vacation that require extra employee for vacation fill-in	which_W be_V more_R economical_J for_I your_P plant_N a_D vacation_N shutdown_N or_C spaced_J vacation_N that_W require_V extra_J employee_N for_I vacation_N fill-in_N
plant.n_68	11777	plant	n	plant.n.01	buildings for carrying on industrial labor	Do you insist that unneeded salary employees take their vacations during plant shutdowns ?	do you insist that unneeded salary employee take their vacation during plant shutdown	do_V you_P insist_V that_I unneeded_J salary_N employee_N take_V their_P vacation_N during_I plant_N shutdown_N
plant.n_69	11779	plant	n	plant.n.01	buildings for carrying on industrial labor	Is an arbitrary retirement age of 65 actually costing your plant money ?	is an arbitrary retirement age of 65 actually cost your plant money	is_V an_D arbitrary_J retirement_N age_N of_I 65_N actually_R cost_V your_P plant_N money_N
plant.n_70	11783	plant	n	plant.n.01	buildings for carrying on industrial labor	Can you share medical facilities and staff with neighboring plants ?	can you share medical facility and staff with neighboring plant	can_M you_P share_V medical_J facility_N and_C staff_N with_I neighboring_J plant_N
plant.n_71	11785	plant	n	plant.n.01	buildings for carrying on industrial labor	Can your plant nurse be replaced by a trained first-aid man who works full-time on some other assignment ?	can your plant nurse be replace by a trained first-aid man who work full-time on some other assignment	can_M your_P plant_N nurse_N be_V replace_V by_I a_D trained_J first-aid_N man_N who_W work_V full-time_R on_I some_J other_J assignment_N
plant.n_72	11790	plant	n	plant.n.01	buildings for carrying on industrial labor	Too many plant officials are all too eager to buy a package program from an insurance company simply because it works for another plant .	too many plant official be all too eager to buy a package program from an insurance company simply because it work for another plant	too_R many_J plant_N official_N be_V all_R too_R eager_J to_T buy_V a_D package_N program_N from_I an_D insurance_N company_N simply_R because_I it_P work_V for_I another_D plant_N
plant.n_73	11791	plant	n	plant.n.01	buildings for carrying on industrial labor	But even if that other plant employs the same number of workers and makes the same product , there are other facts to consider .	but even if that other plant employ the same number of worker and make the same product there be other fact to consider	but_C even_R if_I that_I other_J plant_N employ_V the_D same_J number_N of_I worker_N and_C make_V the_D same_J product_N there_E be_V other_J fact_N to_T consider_V
plant.n_74	11800	plant	n	plant.n.01	buildings for carrying on industrial labor	Some plants go overboard on one type of fringe - say a liberal retirement plan - and find themselves vulnerable elsewhere .	some plant go overboard on one type of fringe say a liberal retirement plan and find themselves vulnerable elsewhere	some_D plant_N go_V overboard_R on_I one_J type_N of_I fringe_N say_V a_D liberal_J retirement_N plan_N and_C find_V themselves_P vulnerable_J elsewhere_R
find.v_232	11800	find	v	find.v.13	perceive oneself to be in a certain condition or place	Some plants go overboard on one type of fringe - say a liberal retirement plan - and find themselves vulnerable elsewhere .	some plant go overboard on one type of fringe say a liberal retirement plan and find themselves vulnerable elsewhere	some_D plant_N go_V overboard_R on_I one_J type_N of_I fringe_N say_V a_D liberal_J retirement_N plan_N and_C find_V themselves_P vulnerable_J elsewhere_R
find.v_233	11805	find	v	find.v.05	come to believe on the basis of emotion, intuitions, or indefinite grounds	Some companies find a little imagination helpful .	some company find a little imagination helpful	some_D company_N find_V a_R little_J imagination_N helpful_J
find.v_234	11811	find	v	detect.v.01	discover or determine the existence, presence, or fact of	You may find certain coverage costing much more than is economically feasible , thereby alerting you to desirable revisions .	you may find certain coverage cost much more than be economically feasible thereby alert you to desirable revision	you_P may_M find_V certain_J coverage_N cost_V much_R more_R than_R be_V economically_R feasible_J thereby_R alert_V you_P to_T desirable_J revision_N
interest.n_64	11836	interest	n	interest.n.04	a fixed charge for borrowing money; usually a percentage of the amount borrowed	And they can at least collect the money they put in , plus interest , when they leave the company .	and they can at least collect the money they put in plus interest when they leave the company	and_C they_P can_M at_R least_R collect_V the_D money_N they_P put_V in_V plus_C interest_N when_W they_P leave_V the_D company_N
